Unnamed: 0,Molecule Name,SMILES,Mean activity (%),Standard Deviation
314,PCM-0223505,FC1(F)Oc2ccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)cc2O1,62.0,0.7
316,PCM-0223504,C[C@H](NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c4ccc(Cl)cc4C1)c5ccc(cc5)[N+](=O)[O-],18.7,0.1
318,PCM-0223503,COc1ccc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(OC)c1,19.1,0.0
320,PCM-0223502,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccccc3I)Cc2c1)C(=O)Nc4cncc5ccccc45,81.6,0.6
322,PCM-0223501,Clc1ccc2[C@@H](CN(CC(=O)N3CCC(CC3)Oc4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,71.5,3.5
324,PCM-0223500,Clc1ccc2[C@@H](CN(CC(=O)Nc3cc(Cl)cnc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,81.9,3.4
326,PCM-0223499,FC(F)(F)Oc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Cl)c1,85.2,0.3
328,PCM-0223498,Fc1cc(I)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,68.3,0.3
330,PCM-0223497,Clc1ccc2[C@@H](CN(CC(=O)Nc3nc(cs3)c4ccc(Cl)c(Cl)c4)Cc2c1)C(=O)Nc5cncc6ccccc56,24.6,0.0
332,PCM-0223496,[O-][N+](=O)c1cccc(c1)N2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,77.0,7.2
334,PCM-0223495,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(Oc4ccccc4Cl)cc3)Cc2c1)C(=O)Nc5cncc6ccccc56,88.0,0.4
336,PCM-0223494,Clc1ccc2[C@@H](CN(CC(=O)N3CCc4c(C3)[nH]c5ccccc45)Cc2c1)C(=O)Nc6cncc7ccccc67,72.1,0.9
338,PCM-0223493,COc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)nc(OC)n1,84.3,0.7
340,PCM-0223492,Cc1ccc(c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1)[N+](=O)[O-],84.6,0.7
342,PCM-0223491,Clc1ccc2[C@@H](CN(CC(=O)Nc3cccnc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,85.7,0.8
344,PCM-0223490,CC(=O)N(C(=O)CN1C[C@@H](C(=O)Nc2cncc3ccccc23)c4ccc(Cl)cc4C1)c5ccc(N)c(c5)C(F)(F)F,84.8,0.6
346,PCM-0223489,Fc1cc(F)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1Cl,81.6,0.2
348,PCM-0223488,CN1C(=O)c2ccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)cc2C1=O,84.1,2.6
350,PCM-0223487,COc1ccc(cc1)[C@H](C)NC(=O)CN2CC(C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,23.6,0.1
352,PCM-0223486,FC(F)(F)c1ccnc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,79.8,0.1
354,PCM-0223485,Fc1cccc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1Cl,35.1,0.2
356,PCM-0223484,Fc1ccc(Br)c(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,16.6,2.5
358,PCM-0223483,CCc1cc(Br)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,47.4,0.3
360,PCM-0223482,[O-][N+](=O)c1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)ccc1Br,83.4,0.6
362,PCM-0223481,Clc1ccc2[C@@H](CN(CC(=O)Nc3c(Cl)cc(cc3Cl)C#N)Cc2c1)C(=O)Nc4cncc5ccccc45,74.4,0.1
364,PCM-0223480,CC(C)Sc1ccccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,80.5,1.6
366,PCM-0223479,Fc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc(F)c1Br,85.2,0.8
368,PCM-0223478,COc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Cl)cc1Cl,77.4,1.4
370,PCM-0223477,CCS(=O)(=O)N1CCN(CC1)C(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,73.0,0.5
372,PCM-0223476,Oc1cc(Br)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,47.0,0.5
374,PCM-0223475,Fc1c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cccc1C(F)(F)F,82.0,2.0
376,PCM-0223474,Clc1ccc2[C@@H](CN(CC(=O)Nc3n[nH]cc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,59.5,2.2
378,PCM-0223473,Clc1ccc2[C@@H](CN(CC(=O)Nc3ncc(Br)nc3Cl)Cc2c1)C(=O)Nc4cncc5ccccc45,66.3,0.7
380,PCM-0223472,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccccc3c4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,65.8,1.9
382,PCM-0223471,Clc1ccc2[C@@H](CN(CC(=O)NCC(c3ccccc3)c4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,34.1,1.9
384,PCM-0223470,Clc1ccc2[C@@H](CN(CC(=O)N3CCN(CC3)c4ccc(Br)cn4)Cc2c1)C(=O)Nc5cncc6ccccc56,75.7,0.9
386,PCM-0223469,COc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1C(F)(F)F,43.5,1.1
388,PCM-0223468,Fc1cc(Br)ccc1CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,18.7,0.7
390,PCM-0223467,CC(NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c4ccc(Cl)cc4C1)c5cccc6ccccc56,12.0,0.4
392,PCM-0223466,Fc1cc(F)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Cl)c1,80.7,0.4
394,PCM-0223465,CN(C1CCN(Cc2ccccc2)C1)C(=O)CN3CC(C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,35.1,0.1
396,PCM-0223464,Cc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Br)c1,75.8,1.1
398,PCM-0223463,Oc1c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc(Cl)cc1[N+](=O)[O-],81.0,0.9
400,PCM-0223462,Clc1ccc2[C@@H](CN(CC(=O)Nc3cc(ccc3Cl)C#N)Cc2c1)C(=O)Nc4cncc5ccccc45,79.1,0.0
402,PCM-0223461,Cc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Cl)cc1F,76.9,0.7
404,PCM-0223460,[O-][N+](=O)c1ccccc1N2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,67.5,0.4
406,PCM-0223459,Clc1ccc2[C@@H](CN(CC(=O)Nc3cc(Cl)ccc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,80.2,3.0
408,PCM-0223458,CCOc1ccccc1CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,13.8,0.6
410,PCM-0223457,[O-][N+](=O)c1ccc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,12.7,0.3
412,PCM-0223456,Fc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Br)n1,83.3,0.2
414,PCM-0223455,Cc1ccc(Cl)cc1N2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,85.2,1.8
416,PCM-0223454,CN1CCN(C(C1)c2ccccc2)C(=O)CN3CC(C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,28.3,0.4
418,PCM-0223453,Fc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)ccc1I,80.7,0.9
420,PCM-0223452,Clc1ccc2[C@@H](CN(CC(=O)NCc3ccc(Br)cc3)Cc2c1)C(=O)Nc4cncc5ccccc45,11.7,0.0
422,PCM-0223451,Clc1ccc2[C@@H](CN(CC(=O)N3CCN(CC3)c4ncccn4)Cc2c1)C(=O)Nc5cncc6ccccc56,77.8,0.7
424,PCM-0223450,COc1ccc(cc1)c2cc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)[nH]n2,66.5,0.2
426,PCM-0223449,OC[C@H]1O[C@H](C[C@@H]1O)N2C=CC(=NC2=O)NC(=O)CN3CC(C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,77.8,1.6
428,PCM-0223448,CC1=C(CN)C(=O)N(C(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)C(=C1)C,83.2,0.4
430,PCM-0223447,CC(NC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c4ccc(Cl)cc4C1)c5ccc(Br)cc5,5.2,0.1
432,PCM-0223446,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc4OCCOc4c3)Cc2c1)C(=O)Nc5cncc6ccccc56,25.6,0.2
434,PCM-0223445,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccccc3Cc4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,31.3,0.1
436,PCM-0223444,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(OCc4ccccc4)cc3)Cc2c1)C(=O)Nc5cncc6ccccc56,60.8,7.5
438,PCM-0223443,Oc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(c1)[N+](=O)[O-],72.2,4.4
440,PCM-0223442,Clc1ccc2[C@@H](CN(CC(=O)Nc3cccc(Cl)c3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,82.5,0.3
442,PCM-0223441,COc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc(OC)c1,82.9,0.3
444,PCM-0223440,FC(F)(F)Sc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,58.8,0.2
446,PCM-0223439,Oc1cc(Br)cnc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,53.6,1.3
448,PCM-0223438,Cc1cc(Br)cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,72.5,1.1
450,PCM-0223437,COc1cc(Cl)nc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)n1,82.1,2.5
452,PCM-0223436,COc1cc(Br)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,70.1,2.9
454,PCM-0223435,Cc1ccc2nc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)sc2c1,82.2,2.5
456,PCM-0223434,Cc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)ncc1I,80.6,1.6
458,PCM-0223433,FC(F)(F)Oc1cccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,74.5,3.1
460,PCM-0223432,COc1ncc(Br)cc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,78.7,3.1
462,PCM-0223431,Clc1ccc2[C@@H](CN(CC(=O)NC3=Nc4[nH]cnc4C(=O)N3)Cc2c1)C(=O)Nc5cncc6ccccc56,79.2,0.6
464,PCM-0223430,Fc1cc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc(F)c1F,21.6,0.3
466,PCM-0223429,Clc1ccc2[C@@H](CN(CC(=O)Nc3cc(Cl)c(Br)cn3)Cc2c1)C(=O)Nc4cncc5ccccc45,83.6,1.4
468,PCM-0223428,CN(Cc1ccc(Cl)cc1)C(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,58.6,1.6
470,PCM-0223427,Clc1ccc2[C@@H](CN(CC(=O)NCc3ccccc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,20.2,0.5
472,PCM-0223426,Cc1cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(F)cc1Br,77.3,0.5
474,PCM-0223425,Clc1ccc2[C@@H](CN(CC(=O)NCc3cc(Cl)cc(Cl)c3)Cc2c1)C(=O)Nc4cncc5ccccc45,11.7,0.5
476,PCM-0223424,Fc1ccc(Br)cc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,79.8,0.3
478,PCM-0223423,COc1ccccc1N2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,79.7,0.7
480,PCM-0223422,Clc1ccc2[C@@H](CN(CC(=O)Nc3cccc(Br)n3)Cc2c1)C(=O)Nc4cncc5ccccc45,82.2,0.3
482,PCM-0223421,Fc1c(Cl)cc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1Cl,80.6,2.5
484,PCM-0223420,COc1c(Cl)cccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,73.5,2.1
486,PCM-0223419,FC(F)(F)c1cnc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(Cl)c1,83.5,1.7
488,PCM-0223418,OC[C@H]1OC(O)[C@H](NC(=O)CN2CC(C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)[C@@H](O)[C@@H]1O,46.2,1.4
490,PCM-0223417,Cc1sc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)nc1c6ccc(Cl)cc6,73.3,1.7
492,PCM-0223416,COc1ccc(Cl)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,81.5,0.4
494,PCM-0223415,Clc1ccc2[C@@H](CN(CC(=O)N3CCN(CC3)c4nsc5ccccc45)Cc2c1)C(=O)Nc6cncc7ccccc67,79.8,3.0
496,PCM-0223414,CS(=O)(=O)c1ccc(O)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,41.6,0.6
498,PCM-0223413,Cc1ccc2cccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)c2n1,78.2,0.2
500,PCM-0223412,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc4C(=O)NC(=O)c4c3)Cc2c1)C(=O)Nc5cncc6ccccc56,47.4,2.1
502,PCM-0223411,Clc1ccc2[C@@H](CN(CC(=O)NCc3ccc(I)cc3)Cc2c1)C(=O)Nc4cncc5ccccc45,16.2,0.7
504,PCM-0223410,CC(C)(C)OC(=O)[C@H]1CCCN1C(=O)CN2CC(C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,47.2,0.2
506,PCM-0223409,Clc1ccc2[C@@H](CN(CC(=O)NCc3ccc4OCOc4c3)Cc2c1)C(=O)Nc5cncc6ccccc56,14.6,0.4
508,PCM-0223408,FC(F)Oc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,24.6,0.5
510,PCM-0223407,Fc1cc(Br)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1F,80.5,0.7
512,PCM-0223406,CCCOc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,24.8,0.0
514,PCM-0223405,[O-][N+](=O)c1cc(ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)C(F)(F)F,82.5,1.2
516,PCM-0223404,COc1cc2c(oc3ccccc23)cc1NC(=O)CN4C[C@@H](C(=O)Nc5cncc6ccccc56)c7ccc(Cl)cc7C4,77.8,1.0
518,PCM-0223403,Cc1nc(Br)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,79.7,0.6
520,PCM-0223402,Cc1cc(I)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,84.8,2.0
522,PCM-0223401,FC(F)(F)c1ccc(Cl)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1,80.9,2.1
524,PCM-0223400,Clc1ccc2[C@@H](CN(CC(=O)Nc3nc4cc(Cl)ccc4s3)Cc2c1)C(=O)Nc5cncc6ccccc56,82.4,2.3
526,PCM-0223399,Oc1ccc2cccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)c2c1,45.1,1.0
528,PCM-0223398,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(cc3)c4ccccn4)Cc2c1)C(=O)Nc5cncc6ccccc56,30.5,0.8
530,PCM-0223397,Cc1ccc2[nH]cc(CCNC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)c2c1,9.9,0.4
532,PCM-0223396,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc4scnc4c3)Cc2c1)C(=O)Nc5cncc6ccccc56,15.2,0.8
534,PCM-0223395,Clc1ccc2[C@@H](CN(CC(=O)Nc3cncc(Br)c3)Cc2c1)C(=O)Nc4cncc5ccccc45,79.4,2.1
536,PCM-0223394,OC1(CCN(CC1)C(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c6ccc(Cl)cc6,77.1,1.2
538,PCM-0223393,Clc1ccc2[C@@H](CN(CC(=O)Nc3c(Cl)cc(Cl)cc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,81.2,2.5
540,PCM-0223392,Clc1ccc2[C@@H](CN(CC(=O)NC(c3ccccc3)c4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,15.0,0.2
542,PCM-0223391,FC(F)(F)Oc1ccc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,25.1,0.0
544,PCM-0223390,CC(C)c1nc(CN(C)C(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cs1,49.7,1.1
546,PCM-0223389,CN1CCN(CC1)C2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,21.6,0.4
548,PCM-0223388,Clc1ccc(Oc2ccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)cc2)cc1,84.4,0.7
550,PCM-0223387,Oc1ccc(cc1)N2CCN(CC2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,74.1,0.1
552,PCM-0223386,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccccc3Sc4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,80.3,1.5
554,PCM-0223385,Fc1c(Cl)c(Cl)ccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,83.7,1.3
556,PCM-0223384,[O-][N+](=O)c1cccc(Cl)c1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,80.4,1.1
558,PCM-0223383,Clc1ccc2[C@@H](CN(CC(=O)N3CCN(CCc4ccccc4)CC3)Cc2c1)C(=O)Nc5cncc6ccccc56,48.4,1.9
560,PCM-0223382,CSc1ncc(C#N)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)n1,81.2,2.7
562,PCM-0223381,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(Cl)c(Cl)c3)Cc2c1)C(=O)Nc4cncc5ccccc45,83.6,1.9
564,PCM-0223380,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccncc3Br)Cc2c1)C(=O)Nc4cncc5ccccc45,82.3,0.5
566,PCM-0223379,Clc1ccc2C(CN(CC(=O)N3CCN(CC3)C(=O)C4COc5ccccc5O4)Cc2c1)C(=O)Nc6cncc7ccccc67,72.3,0.1
568,PCM-0223378,CN(C(c1ccccc1)c2ccccc2)C(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3,65.4,0.5
570,PCM-0223377,FC(F)(F)c1ccc(CCNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,12.7,0.2
572,PCM-0223376,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccccc3Oc4ccccc4)Cc2c1)C(=O)Nc5cncc6ccccc56,39.9,0.2
574,PCM-0223375,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(I)cn3)Cc2c1)C(=O)Nc4cncc5ccccc45,86.2,1.8
576,PCM-0223374,CC12CC3CC(C)(C1)CC(C3)(C2)NC(=O)CN4CC(C(=O)Nc5cncc6ccccc56)c7ccc(Cl)cc7C4,37.8,3.3
578,PCM-0223373,Clc1ccc2[C@@H](CN(CC(=O)Nc3cccc(c3)N4CCOCC4)Cc2c1)C(=O)Nc5cncc6ccccc56,24.8,0.1
580,PCM-0223372,Fc1nc(F)c(Cl)c(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c1Cl,85.0,1.0
582,PCM-0223371,FC(F)(F)c1cc(CNC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)ccc1Cl,34.1,0.4
584,PCM-0223370,Clc1ccc2[C@@H](CN(CC(=O)NCc3ccc(Oc4ccccc4)cc3)Cc2c1)C(=O)Nc5cncc6ccccc56,42.0,1.1
586,PCM-0223369,Clc1ccc2[C@@H](CN(CC(=O)N3CCC(Cc4ccccc4)CC3)Cc2c1)C(=O)Nc5cncc6ccccc56,77.6,1.9
588,PCM-0223368,FC(F)(F)COc1ccccc1NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2,63.8,8.3
590,PCM-0223367,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)cc1,87.0,1.3
592,PCM-0223366,CCN1CCN(CC1)c2ccc(NC(=O)CN3C[C@@H](C(=O)Nc4cncc5ccccc45)c6ccc(Cl)cc6C3)cc2,2.6,0.0
594,PCM-0223365,Clc1ccc2[C@@H](CN(CC(=O)Nc3ccc(C#N)c(Br)c3)Cc2c1)C(=O)Nc4cncc5ccccc45,82.6,0.7
596,PCM-0223364,FC(F)(F)c1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)nc1,13.3,0.2
598,PCM-0223363,Fc1ccc(NC(=O)CN2C[C@@H](C(=O)Nc3cncc4ccccc34)c5ccc(Cl)cc5C2)c(c1)C(F)(F)F,86.2,0.1
